	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14
KHDC1L	0.0	0.004970845119135965	0.0021549625579307123	0.004748521826864199	0.0	0.0011493704162147094	0.006894745525114878	0.0010489953860629453	0.011132218396488747	0.0003549333582909073	0.007089398418923943	0.0049484578753596345	0.002112939540807279	0.005316689950330353
SENP6	0.0024670193058574656	0.0	0.007816650342219336	0.016249481069200045	0.0	0.009273213318763315	0.0	0.0068121014947123805	0.0	0.00044064899427704516	0.0	0.0	0.0	0.0034705938329221424
RAB32	0.0	0.006663390313063705	0.0	0.0	0.0	0.0016150599272532924	0.007030319614185313	0.004883661851220396	0.007778138445066118	0.009868369623966991	0.0032332364919756404	0.007717292613398452	0.0010256045570840996	0.0012855589186609086
PRKN	0.0	0.008866370526699778	0.004067240838694416	0.0	0.0009486843879056195	0.007288314703428964	0.007158447472709092	0.0	0.0019438740759033216	0.0009254473080447472	0.0019969934991124773	0.007506161364867525	0.005023386547950251	0.003453444595353625
PDE10A	0.0	0.0	0.010573645332762588	0.0032823426918474176	0.0	0.004483354220391795	0.007438502058106695	0.0	0.0	0.00123139873634538	0.010721050562853404	0.012098315374884238	0.001365882417674488	0.0024766430097095363
SMOC2	0.010850354460307746	0.0014252963829131707	0.0	0.0008783700444016449	0.0013469231944890244	0.0	0.007199562727934581	0.0	0.007937179947547765	0.003494768304541125	0.0031348133494058916	0.0	0.006265754917921625	0.0008359953494440976
SCIN	0.0020773125150068137	0.0021196835099899203	0.01146079051564688	0.010525740004630644	0.00500360579343694	0.0	0.0035887500114837323	0.005134058780229162	0.0	0.002987972181925179	0.0	0.0	0.0	0.0024410556823491404
TWIST1	0.005477618108430878	0.0	0.007695871259474074	0.007758984706878857	0.0	0.0	0.0	0.009166879406768117	0.005457376428584446	0.00788331202672021	0.0017648792830947623	0.0	0.0	0.0009151431773458864
NPSR1	0.004996238915482783	0.0	0.0	0.0020311453231327964	0.007802439304515825	0.002094370197452829	0.00015690985902941287	0.007522186674808026	0.00047877168283946646	0.006782326536122398	0.007807257067443565	0.0031047502591996547	0.0	0.00993368261976491
EEPD1	0.0	0.012604235081012142	0.0	0.0	0.008386645922740328	0.0	0.00434998375974563	0.002003663936109508	0.008461208433291933	0.0	0.0009016218933256152	0.006072349586389594	0.0	0.004629851287948521
PPIA	0.0	0.004598527200662344	0.002172706143945677	0.0	0.005059329571635557	0.010350901395160785	0.0012378377870395525	0.006867626294002832	0.0024755100295286844	0.0	0.0014602136143776364	0.005625001100997862	0.009324615655000276	0.0016588212159439303
IGFBP1	0.0	0.006833304466971035	0.0008623545272057908	0.0008550761619572035	0.0036577693307993236	0.0029811123278469295	0.0	0.0	0.0	0.007859759108825439	0.0027966198853054784	0.007781937074908783	0.01366772836240285	0.010217977513228116
